interaction_id,user_id,course_id,timestamp,rating,clicked,video_views,completion_rate,quiz_score,engagement_time,access_frequency,session_duration,device_type,interaction_type,source_dataset,is_derived,reward
i_529,u_04450dc983a84b448459,C_course-v1:TsinghuaX+00690212X+sp,2017-06-12 23:29:48+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_526,u_04450dc983a84b448459,C_course-v1:TsinghuaX+00691153X+sp,2017-11-24 22:27:08+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_531,u_04450dc983a84b448459,C_course-v1:TsinghuaX+00690242+sp,2017-11-25 06:46:00+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_525,u_04450dc983a84b448459,C_course-v1:TsinghuaX+30700313X+sp,2017-11-29 21:29:56+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_502,u_1de1ccacb49e17dd4104,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-24 08:05:01+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_504,u_1de1ccacb49e17dd4104,C_course-v1:TsinghuaX+20120143X+sp,2017-07-27 15:58:43+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_505,u_1de1ccacb49e17dd4104,C_course-v1:TsinghuaX+20350033X+sp,2018-09-08 23:36:38+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_506,u_1de1ccacb49e17dd4104,C_course-v1:TsinghuaX+70150023X+sp,2018-09-30 00:08:12+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_188,u_0ad7121f281144ee2a85,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-03-28 09:43:15+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_186,u_0ad7121f281144ee2a85,C_course-v1:TsinghuaX+30240184+sp,2017-03-28 09:50:18+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_191,u_0ad7121f281144ee2a85,C_course-v1:TsinghuaX+30240243X+sp,2017-04-23 20:04:29+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_192,u_0ad7121f281144ee2a85,C_course-v1:NBCC+NBCC000201+_sp,2017-04-24 01:36:40+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_189,u_0ad7121f281144ee2a85,C_course-v1:TsinghuaX+00740113_1X+sp,2017-05-27 13:22:44+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_182,u_0ad7121f281144ee2a85,C_course-v1:MITx+6_00_1x+sp,2017-09-23 15:28:07+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_181,u_0ad7121f281144ee2a85,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-09-27 19:59:10+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_193,u_0ad7121f281144ee2a85,C_course-v1:NJU+C1026+2016_T2,2017-09-27 20:40:08+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_184,u_0ad7121f281144ee2a85,C_course-v1:SCUT+2018122802X+2018_T2,2019-03-17 23:33:30+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_185,u_0ad7121f281144ee2a85,C_course-v1:TsinghuaX+AP000013X+2019_T1,2019-03-18 23:01:16+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_180,u_0ad7121f281144ee2a85,C_course-v1:TsinghuaX+20740084X+2019_T1,2019-03-19 16:48:25+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_141,u_7f366fab7a7c63fdb1d5,C_course-v1:Tsinghua+20150001+sp,2017-03-31 10:49:25+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_140,u_7f366fab7a7c63fdb1d5,C_course-v1:PekingX+Peking001x+_,2017-04-06 23:07:55+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_143,u_7f366fab7a7c63fdb1d5,C_course-v1:edX+BlendedX+sp,2017-09-21 21:32:01+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_702,u_551df10e6073ae380e7f,C_course-v1:TsinghuaX+80590952X+sp,2017-04-05 23:31:17+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_704,u_551df10e6073ae380e7f,C_course-v1:TsinghuaX+30670043X+sp,2017-08-06 16:06:22+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_700,u_551df10e6073ae380e7f,C_course-v1:TsinghuaX+10421075X_2015_2+sp,2018-08-10 23:57:39+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_701,u_551df10e6073ae380e7f,C_course-v1:ACCA+FA1_X+sp,2018-11-08 09:08:55+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_383,u_fd05e58ac0d5b9849bfb,C_course-v1:MITx+6_00_1x+sp,2017-04-08 10:17:00+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_377,u_fd05e58ac0d5b9849bfb,C_course-v1:TsinghuaX+00740123_X+sp,2017-07-19 19:29:28+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_384,u_fd05e58ac0d5b9849bfb,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-07-19 19:30:59+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_387,u_fd05e58ac0d5b9849bfb,C_course-v1:TsinghuaX+00740113_2X+sp,2017-07-19 19:40:51+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_381,u_fd05e58ac0d5b9849bfb,C_course-v1:TsinghuaX+30240184+sp,2017-07-20 22:02:12+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_379,u_fd05e58ac0d5b9849bfb,C_course-v1:TsinghuaX+00740113_1X+sp,2017-07-23 08:57:09+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_378,u_fd05e58ac0d5b9849bfb,C_course-v1:WUT+1022817X+sp,2018-01-07 20:16:10+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_382,u_fd05e58ac0d5b9849bfb,C_course-v1:BJUT+2140074001x+sp,2018-01-07 20:27:30+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_585,u_53f54fa9485cd62a45de,C_course-v1:UQx+Think101x+sp,2017-04-09 20:04:18+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_586,u_53f54fa9485cd62a45de,C_course-v1:TsinghuaX+00310222X+sp,2017-04-09 22:07:08+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_587,u_53f54fa9485cd62a45de,C_course-v1:TsinghuaX+01030132X+sp,2017-04-09 22:17:46+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_651,u_f382ea1dff97f58a4f00,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-04-12 08:04:03+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_652,u_f382ea1dff97f58a4f00,C_course-v1:XJTU+COMP200853+sp,2018-03-09 19:46:05+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_972,u_07e391e1c8ae1bc85e12,C_course-v1:TsinghuaX+20440333X+sp,2017-04-18 20:29:36+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_975,u_07e391e1c8ae1bc85e12,C_course-v1:TsinghuaX+20120143X+sp,2017-04-19 16:02:37+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_976,u_07e391e1c8ae1bc85e12,C_course-v1:TsinghuaX+10610193X+sp,2018-01-12 10:22:09+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_971,u_07e391e1c8ae1bc85e12,C_course-v1:TsinghuaX+10421075X_2015_2+sp,2018-01-12 10:32:54+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_977,u_07e391e1c8ae1bc85e12,C_course-v1:TsinghuaX+10610224X+sp,2018-11-16 16:42:58+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_621,u_cd6a48714c7e90c2c682,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-04-19 18:55:18+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_620,u_cd6a48714c7e90c2c682,C_course-v1:JNUX+07009156X+sp,2017-09-10 16:19:59+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_106,u_245c4c5193ce73253355,C_course-v1:Tsinghua+20150001+sp,2017-04-22 18:16:44+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_107,u_245c4c5193ce73253355,C_course-v1:TsinghuaX+10610183_2X+sp,2017-12-17 09:28:33+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_104,u_245c4c5193ce73253355,C_course-v1:TsinghuaX+10610224X+sp,2018-09-01 23:05:02+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_105,u_245c4c5193ce73253355,C_course-v1:CSU+210201T10+sp,2018-09-02 14:11:45+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_109,u_245c4c5193ce73253355,C_course-v1:TsinghuaX+10610183_2X+2019_T1,2019-03-02 23:58:20+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_234,u_cf9378af85ecb773d9ae,C_course-v1:TsinghuaX+30150153X+sp,2017-04-23 18:13:08+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_233,u_cf9378af85ecb773d9ae,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-04-27 20:38:14+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_0,u_3f21d15fc96770c46eab,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-05-01 11:07:53+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_2,u_3f21d15fc96770c46eab,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-05-01 11:09:21+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_1,u_3f21d15fc96770c46eab,C_course-v1:TsinghuaX+30240184+sp,2017-05-17 10:07:17+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_4,u_3f21d15fc96770c46eab,C_course-v1:TsinghuaX+30240184_2X+sp,2017-08-18 21:21:32+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_406,u_05b6b64c79a099881909,C_course-v1:TsinghuaX+30240243X+sp,2017-05-05 21:59:22+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_407,u_05b6b64c79a099881909,C_course-v1:TsinghuaX+30240184+sp,2017-08-03 22:02:58+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_441,u_35d94dc20c6e4bcb278a,C_course-v1:TsinghuaX+30240184+sp,2017-05-09 18:42:10+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_440,u_35d94dc20c6e4bcb278a,C_course-v1:TsinghuaX+30240243X+sp,2017-08-02 15:09:17+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_414,u_c2ebf42c6a1a89f22448,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-05-17 20:19:12+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_415,u_c2ebf42c6a1a89f22448,C_course-v1:TsinghuaX+20250103X+sp,2017-09-11 19:02:30+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_985,u_49179169b9b30ee6f406,C_course-v1:TsinghuaX+30240184+sp,2017-06-03 08:20:17+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_986,u_49179169b9b30ee6f406,C_course-v1:TsinghuaX+30240243X+sp,2017-06-12 09:13:31+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_984,u_49179169b9b30ee6f406,C_course-v1:NJU+C1026+2016_T2,2017-06-13 09:22:58+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_983,u_49179169b9b30ee6f406,C_course-v1:UST+UST001+sp,2017-07-13 10:45:58+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_522,u_5bb6634aab0121e02140,C_course-v1:BIT+PHY1701702+sp,2017-06-05 21:54:49+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_521,u_5bb6634aab0121e02140,C_course-v1:SCUT+145055+sp,2018-01-06 17:02:05+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_808,u_d6fbb120d34f7a253994,C_course-v1:TsinghuaX+90640012X+sp,2017-06-12 18:23:16+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_809,u_d6fbb120d34f7a253994,C_course-v1:TsinghuaX+30670043X+sp,2017-10-11 23:29:33+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_812,u_d6fbb120d34f7a253994,C_course-v1:TsinghuaX+00690092X+sp,2017-12-09 15:33:11+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_810,u_d6fbb120d34f7a253994,C_course-v1:TsinghuaX+00690863X+sp,2018-01-28 20:35:04+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_807,u_d6fbb120d34f7a253994,C_course-v1:TsinghuaX+10800163X+sp,2018-02-11 11:17:59+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_806,u_d6fbb120d34f7a253994,C_course-v1:TsinghuaX+20220332X+sp,2018-10-02 18:23:52+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_815,u_5753a475b23ad6d7dd2a,C_course-v1:TsinghuaX+00740123_X+sp,2017-06-15 17:28:28+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_816,u_5753a475b23ad6d7dd2a,C_course-v1:TsinghuaX+80515522X+sp,2017-06-25 09:52:34+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_814,u_5753a475b23ad6d7dd2a,C_course-v1:TsinghuaX+70120073X+sp,2017-07-11 09:59:07+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_314,u_c97a05b5f478d96d6bc4,C_course-v1:TsinghuaX+00690092X+sp,2017-06-21 09:10:48+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_315,u_c97a05b5f478d96d6bc4,C_course-v1:TsinghuaX+30700313X+sp,2017-06-22 20:21:42+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_313,u_c97a05b5f478d96d6bc4,C_course-v1:TsinghuaX+80000271X+sp,2017-06-23 19:26:24+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_602,u_6047c6aa36c5333ea82e,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-06-23 11:19:16+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_601,u_6047c6aa36c5333ea82e,C_course-v1:TsinghuaX+30240184+sp,2017-07-25 23:31:48+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_603,u_6047c6aa36c5333ea82e,C_course-v1:TsinghuaX+30240184_2X+sp,2017-07-25 23:32:17+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_841,u_e7527e816f31e1df2037,C_course-v1:TsinghuaX+00740123_X+sp,2017-06-28 22:27:34+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_842,u_e7527e816f31e1df2037,C_course-v1:MITx+6_00_1x+sp,2017-07-13 21:26:45+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_839,u_e7527e816f31e1df2037,C_course-v1:MITx+15_390_2x+sp,2017-08-10 20:24:48+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_592,u_02fed011f7bb15e7fa47,C_course-v1:TsinghuaX+80515522X+sp,2017-06-30 11:18:34+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_590,u_02fed011f7bb15e7fa47,C_course-v1:TsinghuaX+30700313X+sp,2017-08-03 23:50:25+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_591,u_02fed011f7bb15e7fa47,C_course-v1:TsinghuaX+30700313X+2019_T1,2019-03-24 15:37:17+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_370,u_3a69bcc906892ffe4756,C_course-v1:UQx+Crime101x+sp,2017-07-05 13:57:44+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_371,u_3a69bcc906892ffe4756,C_course-v1:TsinghuaX+30700313X+sp,2017-07-05 14:17:48+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_667,u_952f36d28ccca4c127d6,C_course-v1:MITx+6_00_1x+sp,2017-07-07 00:11:37+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_665,u_952f36d28ccca4c127d6,C_course-v1:TsinghuaX+60240202X+sp,2017-07-12 23:57:57+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_666,u_952f36d28ccca4c127d6,C_course-v1:TsinghuaX+30640014X+sp,2017-07-13 00:06:29+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_780,u_aa2dd74089723fdd9ace,C_course-v1:TsinghuaX+30640014X+sp,2017-07-11 12:24:20+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_779,u_aa2dd74089723fdd9ace,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2018-02-18 14:18:29+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_781,u_aa2dd74089723fdd9ace,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2018-02-18 14:22:55+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_783,u_aa2dd74089723fdd9ace,C_course-v1:TsinghuaX+30700313X+sp,2018-02-18 15:07:55+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_999,u_2a5abdfb7383aa37ed29,C_course-v1:ACCA+MA1_X+sp,2017-07-14 20:16:13+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_1000,u_2a5abdfb7383aa37ed29,C_course-v1:FudanX+SOSC120007+sp,2017-07-14 20:24:36+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_605,u_402ce1f631ff42228d6e,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-07-15 16:30:24+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_604,u_402ce1f631ff42228d6e,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-08-02 11:16:43+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_686,u_73307f851623d6d7dee8,C_course-v1:TsinghuaX+30240243X+sp,2017-07-16 12:47:30+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_685,u_73307f851623d6d7dee8,C_course-v1:UQx+Think101x+sp,2017-08-18 00:24:07+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_676,u_2242024cc8fee02dcf67,C_course-v1:TsinghuaX+30240243X+sp,2017-07-16 23:09:23+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_672,u_2242024cc8fee02dcf67,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-07-17 10:49:53+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_673,u_2242024cc8fee02dcf67,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-07-27 09:21:51+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_677,u_2242024cc8fee02dcf67,C_course-v1:TsinghuaX+20250064X+sp,2017-07-27 09:29:51+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_674,u_2242024cc8fee02dcf67,C_course-v1:TsinghuaX+30240184+sp,2017-08-04 16:10:56+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_679,u_2242024cc8fee02dcf67,C_course-v1:TsinghuaX+20250103X+sp,2017-08-04 16:16:10+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_752,u_caebb838425ac04eb056,C_course-v1:TsinghuaX+30240184+sp,2017-07-20 20:11:50+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_748,u_caebb838425ac04eb056,C_course-v1:TsinghuaX+30240184_2X+sp,2017-07-20 20:12:00+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_753,u_caebb838425ac04eb056,C_course-v1:MITx+6_00_1x+sp,2017-07-20 20:20:03+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_740,u_caebb838425ac04eb056,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-07-25 16:59:07+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_750,u_caebb838425ac04eb056,C_course-v1:TsinghuaX+60240013X+sp,2018-05-27 01:17:33+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_745,u_caebb838425ac04eb056,C_course-v1:FudanX+SOSC120007+sp,2018-05-27 01:27:50+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_742,u_caebb838425ac04eb056,C_course-v1:TsinghuaX+80515522X+sp,2018-06-02 00:53:03+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_756,u_caebb838425ac04eb056,C_course-v1:TsinghuaX+00690342X+sp,2018-06-02 01:17:47+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_746,u_caebb838425ac04eb056,C_course-v1:XJTU+C00204+sp,2018-06-02 01:20:56+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_741,u_caebb838425ac04eb056,C_course-v1:TsinghuaX+00701032X+sp,2018-06-02 02:49:01+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_739,u_caebb838425ac04eb056,C_course-v1:TsinghuaX+10421075X_2015_2+sp,2018-06-02 11:13:54+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_747,u_caebb838425ac04eb056,C_course-v1:TsinghuaX+00690092X+sp,2018-06-20 10:11:33+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_738,u_caebb838425ac04eb056,C_course-v1:BIT+PHY1701701+sp,2018-10-02 23:06:34+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_757,u_caebb838425ac04eb056,C_course-v1:TsinghuaX+20430054X1+sp,2018-10-02 23:29:27+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_758,u_caebb838425ac04eb056,C_course-v1:TsinghuaX+10610193X+sp,2019-04-13 20:13:04+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_473,u_b1d29e3d7c9ff4e74df0,C_course-v1:TsinghuaX+30640014X+sp,2017-07-22 08:45:04+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_474,u_b1d29e3d7c9ff4e74df0,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-08-29 17:00:21+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_71,u_96c9103b5e3488cf6eed,C_course-v1:MITx+6_00_1x+sp,2017-07-22 20:02:14+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_72,u_96c9103b5e3488cf6eed,C_course-v1:TsinghuaX+00740123_X+sp,2017-07-22 20:03:36+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_198,u_523ee1dbe13106a77f6a,C_course-v1:MITx+6_00_1x+sp,2017-07-24 23:53:12+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_197,u_523ee1dbe13106a77f6a,C_course-v1:TsinghuaX+30240184+sp,2018-09-13 11:05:35+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_670,u_12287282f036731e0d22,C_course-v1:TsinghuaX+80000271X+sp,2017-07-27 12:41:43+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_669,u_12287282f036731e0d22,C_course-v1:TsinghuaX+80000901X_1+sp,2017-10-05 20:42:38+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
